node,x,y
6_66_1,-0.0908173905351285,0.2575938790439165
6_74_3,-0.05378455341652008,0.21166377419459803
5_17_2,-0.18339948333164935,0.1565476483754159
5_7_4,-0.22043232045025768,0.09224550158636996
6_43_5,-0.17414127405199725,0.11980356449596102
6_14_5,-0.20191590189095351,0.055501417706915246
6_85_1,-0.04452634413686804,0.22084979516446182
6_105_2,-0.24820694828921394,0.16573366934527953
6_18_3,-0.17414127405199725,0.10143152255623375
6_95_0,0.8975890321605282,0.6242201938115801
5_3_0,-0.11859201837408473,0.09224550158636996
5_0_1,-0.21117411117060558,0.046315396737051595
6_68_0,-0.10933380909443263,0.2575938790439165
6_53_5,-0.15562485549269306,0.07387345964664266
5_12_2,-0.19265769261130145,0.08305948061650631
6_74_5,-0.0723009719758243,0.21166377419459803
3_1_2,-0.0723009719758243,0.08305948061650631
6_35_1,0.5765834641718204,0.7342658121207883
6_50_0,0.33388191878418455,0.6089252426400829
6_73_5,-0.035268134857215916,0.21166377419459803
6_51_1,-0.035268134857215916,0.19329173225487076
6_64_0,-0.24820694828921394,0.19329173225487076
6_71_3,-0.19265769261130145,0.20247775322473438
6_107_2,-0.05378455341652008,0.2759659209836439
6_68_5,-0.12785022765373683,0.13817560643568846
6_13_5,0.852947630324824,0.808936142575046
6_57_3,-0.10007559981478056,0.1289895854658248
5_12_4,-0.21117411117060558,0.08305948061650631
6_99_3,1.0201434927552906,0.9449824474067716
6_6_1,-0.146366646213041,0.13817560643568846
6_63_0,-0.04452634413686804,0.2575938790439165
6_83_1,0.4249153656648363,0.9430610990020215
5_13_1,-0.22969052972990975,0.08305948061650631
6_8_0,-0.15562485549269306,0.22084979516446182
5_12_1,-0.18339948333164935,0.08305948061650631
6_41_3,-0.08155918125547637,0.07387345964664266
6_80_0,0.6892624902605751,0.6548100961545744
6_90_1,-0.11859201837408473,0.26677990001378027
6_21_1,-0.20191590189095351,0.10143152255623375
6_89_4,0.51774209106904,0.6338344550760031
6_97_2,0.21308753734639657,0.8183484202190443
4_3_1,-0.12785022765373683,0.08305948061650631
6_25_0,-0.16488306477234516,0.17491969031514332
6_55_4,-0.16488306477234516,0.19329173225487076
6_20_3,-0.0723009719758243,0.0646874386767789
6_108_4,-0.16488306477234516,0.23922183710418912
6_25_4,-0.05378455341652008,0.11061754352609737
6_95_3,0.8975890321605282,0.6959888108470669
6_109_3,-0.19265769261130145,0.23922183710418912
6_82_1,-0.026009925577563875,0.14736162740555225
6_61_1,-0.22969052972990975,0.19329173225487076
6_47_5,0.33913384841191446,0.8183484202190443
5_2_1,-0.10007559981478056,0.09224550158636996
6_43_2,-0.146366646213041,0.11980356449596102
6_110_0,-0.08155918125547637,0.2759659209836439
5_18_1,-0.20191590189095351,0.1565476483754159
6_14_0,-0.05378455341652008,0.17491969031514332
6_4_2,-0.026009925577563875,0.1289895854658248
6_49_1,-0.23894873900956184,0.18410571128500697
5_15_2,-0.1371084369333889,0.1565476483754159
5_1_3,-0.035268134857215916,0.055501417706915246
6_71_0,-0.15562485549269306,0.2575938790439165
6_13_1,0.8126828365122281,0.7865819831705502
6_91_3,-0.19265769261130145,0.22084979516446182
6_79_0,0.4364914049783473,0.4600711809698748
6_43_1,-0.16488306477234516,0.24840785807405288
6_81_1,-0.22969052972990975,0.13817560643568846
6_45_3,0.4766465289020189,0.9828334208066316
6_32_4,-0.16488306477234516,0.11061754352609737
6_88_1,-0.11859201837408473,0.14736162740555225
6_108_0,-0.12785022765373683,0.23922183710418912
6_91_2,-0.146366646213041,0.26677990001378027
5_17_1,-0.05378455341652008,0.23003581613432544
6_94_0,0.4542307677200074,0.823398641498035
6_38_5,-0.06304276269617218,0.11980356449596102
5_1_1,-0.0908173905351285,0.09224550158636996
6_23_5,-0.146366646213041,0.0646874386767789
4_2_3,-0.20191590189095351,0.046315396737051595
6_10_2,-0.04452634413686804,0.10143152255623375
5_17_3,-0.19265769261130145,0.1565476483754159
6_75_4,-0.0908173905351285,0.21166377419459803
6_56_4,0.29186648176234525,0.9277661478305242
6_103_3,-0.24820694828921394,0.23003581613432544
5_5_1,-0.15562485549269306,0.09224550158636996
6_104_3,0.5988374756308752,0.358210443810739
6_11_5,0.15006438181363768,0.9089415925425277
6_78_3,-0.17414127405199725,0.21166377419459803
5_16_4,-0.0723009719758243,0.09224550158636996
6_104_2,0.5141351778991214,0.358210443810739
5_7_1,-0.0723009719758243,0.16573366934527953
6_61_2,-0.22969052972990975,0.1289895854658248
5_12_3,-0.20191590189095351,0.08305948061650631
6_11_4,0.15006438181363768,0.9830632789890141
6_30_0,-0.0908173905351285,0.11061754352609737
6_75_2,-0.22043232045025768,0.2575938790439165
6_52_0,-0.06304276269617218,0.19329173225487076
6_33_5,-0.23894873900956184,0.0646874386767789
6_73_0,-0.22969052972990975,0.20247775322473438
6_24_0,0.7365298569101444,0.9807102095780146
6_19_1,0.9107188562298532,0.8901170372545312
6_107_5,-0.035268134857215916,0.17491969031514332
6_33_1,-0.10007559981478056,0.24840785807405288
6_85_5,-0.08155918125547637,0.14736162740555225
6_41_1,-0.146366646213041,0.24840785807405288
5_15_3,-0.05378455341652008,0.09224550158636996
6_9_5,-0.035268134857215916,0.08305948061650631
6_67_3,-0.0908173905351285,0.20247775322473438
6_74_4,-0.06304276269617218,0.21166377419459803
6_15_3,-0.12785022765373683,0.10143152255623375
6_29_3,-0.22969052972990975,0.17491969031514332
6_94_5,0.42434308614399213,0.776949138864822
6_45_0,0.4766465289020189,0.918808430690581
6_69_2,-0.1371084369333889,0.20247775322473438
6_85_0,-0.06304276269617218,0.26677990001378027
6_101_0,-0.18339948333164935,0.23003581613432544
6_39_4,0.5859233646643252,0.6564315104110798
6_64_2,-0.026009925577563875,0.20247775322473438
6_53_0,-0.22043232045025768,0.24840785807405288
6_6_0,-0.1371084369333889,0.2575938790439165
6_33_0,-0.0908173905351285,0.24840785807405288
6_64_3,-0.035268134857215916,0.20247775322473438
6_3_4,-0.05378455341652008,0.07387345964664266
6_76_4,-0.11859201837408473,0.21166377419459803
5_19_4,-0.24820694828921394,0.1565476483754159
6_27_2,0.9439810772054756,0.477153355624107
6_51_0,-0.035268134857215916,0.1289895854658248
6_49_5,-0.10007559981478056,0.07387345964664266
5_3_2,-0.1371084369333889,0.09224550158636996
6_42_0,-0.15562485549269306,0.18410571128500697
6_62_1,0.21833946697412648,0.5736292014750892
6_83_3,0.37327139099215895,0.918353870186526
6_85_3,-0.05378455341652008,0.22084979516446182
6_92_2,-0.17414127405199725,0.26677990001378027
5_16_3,-0.17414127405199725,0.1565476483754159
6_97_0,0.24634975832201939,0.7512859420055568
5_14_0,-0.10933380909443263,0.1565476483754159
6_92_1,-0.16488306477234516,0.26677990001378027
6_23_1,-0.24820694828921394,0.10143152255623375
6_43_4,-0.16488306477234516,0.11980356449596102
5_1_0,-0.01675171629791178,0.16573366934527953
6_21_2,-0.21117411117060558,0.10143152255623375
6_106_5,0.26355754710935014,0.34755059922431786
5_7_0,-0.06304276269617218,0.16573366934527953
6_55_3,-0.15562485549269306,0.19329173225487076
6_81_2,-0.22043232045025768,0.21166377419459803
5_19_3,-0.23894873900956184,0.1565476483754159
6_65_4,-0.06304276269617218,0.13817560643568846
6_1_0,-0.04452634413686804,0.24840785807405288
5_20_0,-0.10007559981478056,0.23003581613432544
6_63_4,-0.026009925577563875,0.13817560643568846
6_68_4,-0.11859201837408473,0.20247775322473438
6_77_4,-0.15562485549269306,0.21166377419459803
6_90_4,-0.15562485549269306,0.14736162740555225
6_103_1,-0.22969052972990975,0.23003581613432544
6_26_1,-0.17414127405199725,0.17491969031514332
6_49_2,-0.24820694828921394,0.18410571128500697
6_41_0,-0.1371084369333889,0.24840785807405288
3_0_0,-0.04452634413686804,0.08305948061650631
6_22_1,-0.1371084369333889,0.17491969031514332
6_106_0,0.26355754710935014,0.47902201579017917
6_41_4,-0.0908173905351285,0.11980356449596102
6_1_4,-0.05378455341652008,0.0646874386767789
6_29_5,-0.20191590189095351,0.0646874386767789
6_30_2,-0.10007559981478056,0.11061754352609737
6_56_2,0.18770321081236868,0.8724690166720345
6_98_5,0.9495737127751342,0.7879392859567264
6_0_5,-0.17414127405199725,0.055501417706915246
6_56_0,0.23934718548504613,0.9477672378240205
4_3_2,-0.1371084369333889,0.08305948061650631
6_104_1,0.555604011163626,0.4766531614376411
5_4_0,-0.026009925577563875,0.16573366934527953
6_94_3,0.5326859318570478,0.823398641498035
4_1_3,-0.19265769261130145,0.046315396737051595
6_66_0,-0.17414127405199725,0.2759659209836439
6_28_3,-0.21117411117060558,0.17491969031514332
6_89_2,0.542959822398803,0.6576869023741396
6_18_2,-0.16488306477234516,0.10143152255623375
6_84_3,-0.035268134857215916,0.22084979516446182
6_101_4,-0.16488306477234516,0.16573366934527953
6_89_3,0.51774209106904,0.6099820077778666
4_4_2,-0.15562485549269306,0.08305948061650631
6_4_1,-0.01675171629791178,0.1289895854658248
6_24_4,0.7514103241887125,0.9442376337075212
6_43_3,-0.15562485549269306,0.11980356449596102
6_45_2,0.5504317427928069,0.9828334208066316
6_47_0,0.38902717987534857,0.804230003753047
6_46_2,-0.19265769261130145,0.18410571128500697
6_57_2,-0.0908173905351285,0.1289895854658248
6_33_2,-0.04452634413686804,0.18410571128500697
6_57_1,-0.08155918125547637,0.1289895854658248
6_27_0,0.838067163046256,0.477153355624107
6_63_5,-0.035268134857215916,0.13817560643568846
6_13_3,0.852947630324824,0.7665808931770539
6_103_0,-0.22043232045025768,0.23003581613432544
6_109_4,-0.20191590189095351,0.23922183710418912
6_34_3,-0.0723009719758243,0.18410571128500697
6_38_4,-0.05378455341652008,0.11980356449596102
6_77_2,-0.1371084369333889,0.21166377419459803
6_4_0,-0.026009925577563875,0.19329173225487076
4_0_2,-0.16488306477234516,0.046315396737051595
6_12_3,-0.08155918125547637,0.10143152255623375
6_87_0,-0.08155918125547637,0.26677990001378027
6_59_3,-0.16488306477234516,0.1289895854658248
6_19_0,0.8862098513004468,0.9418845642965216
5_3_3,-0.0723009719758243,0.055501417706915246
6_93_4,-0.23894873900956184,0.22084979516446182
6_26_4,-0.08155918125547637,0.11061754352609737
6_76_3,-0.10933380909443263,0.21166377419459803
6_6_4,-0.18339948333164935,0.07387345964664266
3_1_1,-0.06304276269617218,0.08305948061650631
6_42_4,-0.12785022765373683,0.11980356449596102
6_19_3,0.9107188562298532,0.9924755566330123
6_111_5,-0.16488306477234516,0.2759659209836439
6_40_3,-0.0723009719758243,0.07387345964664266
6_98_3,1.0459957883915856,0.7879392859567264
6_97_4,0.21308753734639657,0.6830469290865693
6_86_4,-0.0908173905351285,0.22084979516446182
6_104_5,0.5441339083457843,0.41032523956657596
6_93_3,-0.20191590189095351,0.26677990001378027
3_0_2,-0.146366646213041,0.046315396737051595
6_31_0,-0.24820694828921394,0.17491969031514332
6_75_0,-0.21117411117060558,0.2759659209836439
5_19_2,-0.0908173905351285,0.23003581613432544
6_28_5,-0.18339948333164935,0.0646874386767789
6_111_3,-0.146366646213041,0.2759659209836439
6_34_1,-0.05378455341652008,0.18410571128500697
6_99_2,1.0341177066127474,0.8851564811400878
6_47_4,0.33913384841191446,0.837172975507041
6_2_0,0.6279529168805968,0.9514486217301361
6_69_0,-0.12785022765373683,0.2575938790439165
6_32_5,-0.22969052972990975,0.0646874386767789
6_91_5,-0.17414127405199725,0.14736162740555225
6_7_0,-0.24820694828921394,0.2759659209836439
6_4_4,-0.11859201837408473,0.07387345964664266
6_29_2,-0.22043232045025768,0.17491969031514332
6_90_0,-0.10933380909443263,0.26677990001378027
4_2_0,-0.22969052972990975,0.14736162740555225
6_86_1,-0.0908173905351285,0.14736162740555225
5_4_1,-0.035268134857215916,0.16573366934527953
6_16_3,0.7312779272824144,0.8007003996365476
5_18_0,-0.06304276269617218,0.23003581613432544
5_13_3,-0.24820694828921394,0.08305948061650631
6_36_1,-0.20191590189095351,0.11061754352609737
6_50_5,0.365393496550564,0.6089252426400829
6_105_3,-0.05378455341652008,0.23922183710418912
6_87_2,-0.10933380909443263,0.22084979516446182
6_66_4,-0.08155918125547637,0.13817560643568846
6_87_1,-0.10007559981478056,0.22084979516446182
4_0_3,-0.17414127405199725,0.046315396737051595
6_78_0,-0.16488306477234516,0.21166377419459803
5_9_2,-0.026009925577563875,0.10143152255623375
6_73_4,-0.026009925577563875,0.21166377419459803
5_11_0,-0.01675171629791178,0.23003581613432544
6_76_5,-0.12785022765373683,0.21166377419459803
6_62_0,0.21833946697412648,0.6101017773455826
6_12_0,-0.24820694828921394,0.23922183710418912
5_7_2,-0.20191590189095351,0.09224550158636996
6_19_5,0.9107188562298532,0.9418845642965216
6_101_1,-0.19265769261130145,0.23003581613432544
5_0_0,-0.24820694828921394,0.22084979516446182
6_3_0,-0.10007559981478056,0.18410571128500697
6_68_3,-0.10933380909443263,0.20247775322473438
5_0_4,-0.23894873900956184,0.046315396737051595
5_2_3,-0.05378455341652008,0.055501417706915246
6_37_4,-0.24820694828921394,0.11061754352609737
6_88_0,-0.0908173905351285,0.26677990001378027
6_6_3,-0.16488306477234516,0.13817560643568846
6_97_1,0.18070063797539548,0.7512859420055568
6_54_3,-0.12785022765373683,0.19329173225487076
6_5_3,0.7899244747920651,0.4265623632876162
6_48_1,-0.22043232045025768,0.18410571128500697
5_14_3,-0.035268134857215916,0.09224550158636996
5_1_4,-0.04452634413686804,0.055501417706915246
6_36_5,-0.22969052972990975,0.11061754352609737
6_33_3,-0.17414127405199725,0.11061754352609737
5_11_2,-0.0908173905351285,0.1565476483754159
6_65_3,-0.05378455341652008,0.20247775322473438
6_18_0,-0.035268134857215916,0.24840785807405288
6_25_2,-0.035268134857215916,0.11061754352609737
6_20_4,-0.08155918125547637,0.0646874386767789
6_41_5,-0.10007559981478056,0.11980356449596102
6_81_0,-0.21117411117060558,0.21166377419459803
5_18_4,-0.22969052972990975,0.1565476483754159
5_16_0,-0.146366646213041,0.1565476483754159
5_14_4,-0.04452634413686804,0.09224550158636996
6_20_0,-0.10007559981478056,0.17491969031514332
6_11_2,0.08441526146701378,0.9089415925425277
6_51_2,-0.04452634413686804,0.19329173225487076
6_60_2,-0.20191590189095351,0.1289895854658248
6_62_2,0.2516016879497493,0.6101017773455826
6_70_0,-0.18339948333164935,0.2759659209836439
6_92_5,-0.18339948333164935,0.14736162740555225
6_55_1,-0.01675171629791178,0.2575938790439165
6_10_4,-0.06304276269617218,0.10143152255623375
6_39_0,0.6055371556985851,0.6137481836670462
6_60_3,-0.22043232045025768,0.19329173225487076
5_18_2,-0.21117411117060558,0.1565476483754159
6_100_2,-0.10933380909443263,0.16573366934527953
6_86_2,-0.0723009719758243,0.22084979516446182
6_9_1,-0.22043232045025768,0.26677990001378027
4_3_0,-0.11859201837408473,0.08305948061650631
6_37_0,-0.11859201837408473,0.24840785807405288
6_91_1,-0.18339948333164935,0.22084979516446182
5_6_0,-0.15562485549269306,0.23003581613432544
6_96_2,0.9921237654596666,0.5959833608795851
6_91_0,-0.17414127405199725,0.22084979516446182
6_74_1,-0.20191590189095351,0.2575938790439165
6_19_4,0.8328152334185259,0.8901170372545312
6_88_2,-0.10007559981478056,0.26677990001378027
6_0_0,-0.22969052972990975,0.26677990001378027
5_18_3,-0.22043232045025768,0.1565476483754159
6_44_5,-0.20191590189095351,0.11980356449596102
6_83_0,0.34263513483040103,0.9795336748725147
6_100_3,-0.11859201837408473,0.16573366934527953
6_8_4,-0.24820694828921394,0.07387345964664266
6_85_2,-0.0723009719758243,0.26677990001378027
6_52_1,-0.21117411117060558,0.24840785807405288
6_21_0,-0.19265769261130145,0.10143152255623375
5_5_4,-0.10933380909443263,0.055501417706915246
6_2_1,0.6690484790476179,0.9815780288435718
6_76_0,-0.22043232045025768,0.2759659209836439
6_34_4,-0.19265769261130145,0.11061754352609737
6_8_1,-0.16488306477234516,0.22084979516446182
6_101_5,-0.17414127405199725,0.16573366934527953
6_79_4,0.4523730858030511,0.3641325796920842
6_38_2,-0.035268134857215916,0.11980356449596102
6_17_3,-0.22969052972990975,0.055501417706915246
6_17_5,-0.24820694828921394,0.055501417706915246
6_77_1,-0.22969052972990975,0.2575938790439165
6_32_0,-0.01675171629791178,0.18410571128500697
4_3_3,-0.146366646213041,0.08305948061650631
5_9_0,-0.01675171629791178,0.10143152255623375
6_82_2,-0.22969052972990975,0.21166377419459803
6_2_3,0.5859233646643252,0.918808430690581
6_98_2,0.9775221404900476,0.7879392859567264
6_75_3,-0.08155918125547637,0.21166377419459803
6_106_4,0.3570830008548282,0.47902201579017917
6_59_1,-0.19265769261130145,0.19329173225487076
6_61_5,-0.24820694828921394,0.1289895854658248
6_63_3,-0.01675171629791178,0.13817560643568846
6_34_0,-0.10933380909443263,0.24840785807405288
6_59_0,-0.026009925577563875,0.2575938790439165
5_20_1,-0.10933380909443263,0.23003581613432544
6_56_1,0.18770321081236868,1.0207123895650072
6_5_2,0.7899244747920651,0.477153355624107
4_5_0,-0.01675171629791178,0.1565476483754159
5_6_2,-0.18339948333164935,0.09224550158636996
5_13_0,-0.22043232045025768,0.08305948061650631
6_30_5,-0.21117411117060558,0.0646874386767789
6_109_2,-0.18339948333164935,0.23922183710418912
6_107_0,-0.035268134857215916,0.2759659209836439
6_72_3,-0.21117411117060558,0.20247775322473438
4_0_0,-0.22043232045025768,0.14736162740555225
6_96_1,0.9921237654596666,0.6653989085040725
6_18_1,-0.15562485549269306,0.10143152255623375
6_105_4,-0.06304276269617218,0.23922183710418912
6_80_4,0.7312779272824144,0.5430392991320949
6_19_2,0.8328152334185259,0.9924755566330123
6_32_2,-0.035268134857215916,0.18410571128500697
5_10_3,-0.17414127405199725,0.08305948061650631
6_67_5,-0.10933380909443263,0.13817560643568846
6_58_5,-0.15562485549269306,0.1289895854658248
6_5_4,0.6831352390282235,0.4265623632876162
6_27_3,0.9264746451130428,0.5030371191451023
6_60_0,-0.21117411117060558,0.19329173225487076
6_3_1,-0.10933380909443263,0.18410571128500697
6_104_0,0.555604011163626,0.38189898733611943
6_24_1,0.7759193291181186,0.9442376337075212
6_70_5,-0.17414127405199725,0.13817560643568846
6_17_1,-0.1371084369333889,0.10143152255623375
6_50_4,0.31725080829637314,0.5548046461870928
6_39_5,0.6494346880133579,0.6137481836670462
6_18_5,-0.026009925577563875,0.0646874386767789
6_55_0,-0.24820694828921394,0.24840785807405288
6_90_3,-0.1371084369333889,0.26677990001378027
6_5_0,0.6831352390282235,0.477153355624107
6_36_0,-0.08155918125547637,0.18410571128500697
6_77_0,-0.20191590189095351,0.13817560643568846
6_81_4,-0.24820694828921394,0.13817560643568846
